SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
GC-TXIL-XRI2,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Brown Frame / Brown Gradient Lens 014/51, 58)",,Ray-Ban,mRB3025,e01451,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Brown Frame / Brown Gradient Lens 014/51,
6W-AORV-N9L9,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Gunmetal Frame / Brown Gradient Lens 004/51, 55)",,Ray-Ban,mRB3025,e00451,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,55,14,135,unisex-adult,Gunmetal Frame / Brown Gradient Lens 004/51,
BM-2B58-SIJO,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Gunmetal Frame / Brown Gradient Lens 004/51, 58)",,Ray-Ban,mRB3025,e00451,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Gunmetal Frame / Brown Gradient Lens 004/51,
PT-D69B-89EW,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Gunmetal Frame / Brown Gradient Lens 004/51, 62)",,Ray-Ban,mRB3025,e00451,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,62,14,135,unisex-adult,Gunmetal Frame / Brown Gradient Lens 004/51,
L6-GLCA-MME6,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Silver Metal Frame / Light Blue Gradient Lens 003/3F, 55)",,Ray-Ban,mRB3025,e0033F,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,55,14,135,unisex-adult,Silver Metal Frame / Light Blue Gradient Lens 003/3F,
2A-E3UZ-1MKJ,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Silver Metal Frame / Light Blue Gradient Lens 003/3F, 58)",,Ray-Ban,mRB3025,e0033F,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,Silver Metal Frame / Light Blue Gradient Lens 003/3F,
GG-OYZ1-HDFR,"Ray-Ban RB3025 Aviator Gradient Unisex Sunglasses (Silver Metal Frame / Light Blue Gradient Lens 003/3F, 62)",,Ray-Ban,mRB3025,e0033F,"Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglasses that shaped entire cult movements.",sunglasses,139.99,Model: RB3025 Aviator Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient,lens lenses authentic frame shades glasses,,metal,gradient,aviator,non-polarized,62,14,135,unisex-adult,Silver Metal Frame / Light Blue Gradient Lens 003/3F,
FH-T5GK-1A2M,"Ray-Ban RB3025 Aviator Mirror Lens Unisex Sunglasses (Matte Silver Frame / Brown Mirror Pink Lens 019/Z2, 55)",,Ray-Ban,mRB3025,e019Z2,,sunglasses,149.99,Model: RB3025 Aviator Mirror.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient polarized,lens lenses authentic frame shades glasses,Brown,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Matte Silver Frame / Brown Mirror Pink Lens 019/Z2,
OX-CE79-BRZG,"Ray-Ban RB3025 Aviator Mirror Lens Unisex Sunglasses (Matte Silver Frame / Brown Mirror Pink Lens 019/Z2, 58)",,Ray-Ban,mRB3025,e019Z2,,sunglasses,149.99,Model: RB3025 Aviator Mirror.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 55mm 58mm 62mm,3025 rb man men unisex gift,made in italy auhtentic gradient polarized,lens lenses authentic frame shades glasses,Brown,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Matte Silver Frame / Brown Mirror Pink Lens 019/Z2,
QL-0XM1-KYAC,Ray-Ban RB3025 L0205 Aviator Sunglasses Gold Frame / Grey Green Lens 58mm,,Ray Ban,mRB3025,eL0205,"Currently one of the most iconic sunglass models in the world, Ray-Ban Aviator Classic sunglasses were originally designed for U.S. aviators in 1937. Aviator Classic sunglasses are a timeless model that combines great aviator styling with exceptional quality, performance and comfort. With a classic gold frame, you can see the world through a variety of lens colors including crystal brown, crystal green, G-15 polarized and more that provide optimum visual clarity and 100% UV protection.",sunglasses,134.99,Model: RB3025 AVIATOR CLASSIC.,Color: L0205 Gold Frame / Grey Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift authentic,Aviator for men women unisex girlfriend boyfriend,rb3025 001 57 001 m2 new color,Sunglasses glasses frame shades original,glass lens lenses authentic made in italy,gold,metal,glass,aviator,non-polarized,58,14,135,unisex-adult,gold,prescription-ready
O8-CXFA-IGUD,Ray-Ban RB3025 W0879 Aviator Gunmetal Frame / Grey Green Lens,,Ray-Ban,mRB3025,eW0879,,sunglasses,124.39,Model: RB3025 AVIATOR.,Color: Gunmetal Frame / Grey Green Lens .,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex,Case color may occasionally differ.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 3025,Sunglasses glasses frame shades,lens lenses authentic,gold,metal,glass,aviator,non-polarized,58,14,135,unisex-adult,Blue,prescription-ready
QA-NOFX-Y4H6,Ray-Ban RB3025 W3234 Aviator Sunglasses Gold Frame / Grey Green Lens 55mm,,Ray Ban,mRB3025,eW3234,"Currently one of the most iconic sunglass models in the world, Ray-Ban Aviator Classic sunglasses were originally designed for U.S. aviators in 1937. Aviator Classic sunglasses are a timeless model that combines great aviator styling with exceptional quality, performance and comfort. With a classic gold frame, you can see the world through a variety of lens colors including crystal brown, crystal green, G-15 polarized and more that provide optimum visual clarity and 100% UV protection.",sunglasses,129.95,Model: RB3025 AVIATOR CLASSIC.,Color: W3234 Gold Frame / Grey Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift authentic,Aviator for men women unisex girlfriend boyfriend,rb3025 001 57 001 m2 new color,Sunglasses glasses frame shades original,glass lens lenses authentic made in italy,gold,metal,glass,aviator,non-polarized,58,14,135,unisex-adult,gold,prescription-ready
N1-CWK1-YUF6,Ray-Ban RB3025JM 001/4m Sunglasses Light Blue Frame / Blue Gradient Lens 55mm,,Ray Ban,mRB3025,e0014m,"AVIATOR™ FULL COLOR Making a comeback from the 80’s, Ray-Ban Aviator Full Color sunglasses dress the iconic Aviator Sunglasses style in colorful acetate. A style originally developed for U.S. aviators, Ray-Ban RB3025JM Aviator Full Color sunglasses fuse colored acetate with toned lenses for a style that goes all year round.",sunglasses,154.99,Model: RB3025JM AVIATOR FULL COLOR.,Color: 001/4M Light Blue Frame / Blue Gradient Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025jm full color aviator 001 4m 001/4m,Sunglasses glasses frame shades,3025 lens lenses made in italy gradient,blue,metal,plastic,aviator,non-polarized,55,14,135,unisex-adult,,prescription-ready
5T-KNJ3-N6JT,Ray-Ban RB3025JM 001/4m Sunglasses Light Blue Frame / Blue Gradient Lens 58mm,,Ray Ban,mRB3025,e0014m,"AVIATOR™ FULL COLOR Making a comeback from the 80’s, Ray-Ban Aviator Full Color sunglasses dress the iconic Aviator Sunglasses style in colorful acetate. A style originally developed for U.S. aviators, Ray-Ban RB3025JM Aviator Full Color sunglasses fuse colored acetate with toned lenses for a style that goes all year round.",sunglasses,154.99,Model: RB3025JM AVIATOR FULL COLOR.,Color: 001/4M Light Blue Frame / Blue Gradient Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025jm full color aviator 001 4m 001/4m,Sunglasses glasses frame shades,3025 lens lenses made in italy gradient,blue,metal,plastic,aviator,non-polarized,58,14,135,unisex-adult,,prescription-ready
N5-E3PL-IFE0,Ray-Ban RB3025JM 001/57 Sunglasses Tortoise Frame / Brown Polarized Lens 58mm,,Ray Ban,mRB3025,e00157,"AVIATOR™ FULL COLOR Making a comeback from the 80’s, Ray-Ban Aviator Full Color sunglasses dress the iconic Aviator Sunglasses style in colorful acetate. A style originally developed for U.S. aviators, Ray-Ban RB3025JM Aviator Full Color sunglasses fuse colored acetate with toned lenses for a style that goes all year round.",sunglasses,174.99,Model: RB3025JM AVIATOR FULL COLOR Polarized.,Color: 001/57 Tortoise Frame / Brown Polarized Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift 55 58 mm,Aviator for men women unisex girlfriend boyfriend,rb3025jm full color aviator 001 57 001/57,Sunglasses glasses frame shades,3025 lens lenses made in italy polarized,brown,metal,plastic,aviator,polarized,58,14,135,unisex-adult,,prescription-ready
4G-T774-116C,"Ray-Ban RB3362 Cockpit Gradient Lens Unisex Sunglasses (Gold Frame / Brown Gradient Lens 001/51, 56)",,Ray-Ban,mRB3025,e00151,,sunglasses,139.99,Model: RB3025 Cockpit Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 56mm 59mm,3362 rb man men unisex gift,made in italy auhtentic gradient flash,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,56,14,135,unisex-adult,Gold Frame / Brown Gradient Lens 001/51,
96-KTKI-6A4R,"Ray-Ban RB3362 Cockpit Gradient Lens Unisex Sunglasses (Gold Frame / Brown Gradient Lens 001/51, 59)",,Ray-Ban,mRB3025,e00151,,sunglasses,139.99,Model: RB3025 Cockpit Gradient.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,pilot aviatoirs ray bans women 56mm 59mm,3362 rb man men unisex gift,made in italy auhtentic gradient flash,lens lenses authentic frame shades glasses,Brown,metal,gradient,aviator,non-polarized,59,14,135,unisex-adult,Gold Frame / Brown Gradient Lens 001/51,
JE-FTQ9-TMMS,Ray-Ban RB3029 181 OUTDOORSMAN Gold Frame / Dark Green Lens 62mm,,Ray Ban,mRB3029,e181,"A unique take on the Aviator Classic, Ray Ban Outdoorsman II features similar iconic features, yet appears highly distinctive. The enhanced decorative brow bar creates a more intense focus on the shape and sets this sunglass style apart from the rest. The Outdoorsman II RB3029 sunglasses can be worn with solid black or gold lightweight frames and are prescription friendly. These sunglasses are fashionable, highly protective with 100% UV protection and allow you to see the world with optimum visual clarity through a variety of crystal lens options.",sunglasses,139.99,Model: RB3029 OUTDOORSMAN COLLECTION.,Color: 181 Gold Frame / Dark Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,gold,metal,glass,aviator,non-polarized,62,14,135,unisex-adult,Blue,prescription-ready
8Z-N4UJ-2XZK,Ray-Ban RB3029 181/71 OUTDOORSMAN HAVANA Gold Frame / Grey Gradient Lens 62mm,,Ray Ban,mRB3029,e18171,"A unique take on the Aviator Classic, Ray Ban Outdoorsman II features similar iconic features, yet appears highly distinctive. The enhanced decorative brow bar creates a more intense focus on the shape and sets this sunglass style apart from the rest. The Outdoorsman II RB3029 sunglasses can be worn with solid black or gold lightweight frames and are prescription friendly. These sunglasses are fashionable, highly protective with 100% UV protection and allow you to see the world with optimum visual clarity through a variety of crystal lens options.",sunglasses,144.99,Model: RB3029 OUTDOORSMAN HAVANA COLLECTION.,Color: 181/71 Gold Frame / Grey Gradient Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,62,14,135,unisex-adult,Blue,prescription-ready
5T-QAQP-NJNB,Ray-Ban RB3029 L2112 OUTDOORSMAN Gold Frame / Green Lens 62mm,,Ray Ban,mRB3029,eL2112,"A unique take on the Aviator Classic, Ray Ban Outdoorsman II features similar iconic features, yet appears highly distinctive. The enhanced decorative brow bar creates a more intense focus on the shape and sets this sunglass style apart from the rest. The Outdoorsman II RB3029 sunglasses can be worn with solid black or gold lightweight frames and are prescription friendly. These sunglasses are fashionable, highly protective with 100% UV protection and allow you to see the world with optimum visual clarity through a variety of crystal lens options.",sunglasses,129.99,Model: RB3029 OUTDOORSMAN COLLECTION.,Color: L2112 Gold Frame / Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17 l2112,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,,metal,glass,aviator,non-polarized,62,14,135,unisex-adult,,prescription-ready
NX-LCYO-VHIL,Ray-Ban RB3030 L0216 Aviator OUTDOORSMAN Gold Frame / Classic Green Lens,,Ray Ban,mRB3030,eL0216,"Ray-Ban Outdoorsman sunglasses add even more character to a shape as iconic as the Original Aviator Sunglasses . The Ray-Ban Outdoorsman RB3030 features an enhanced brow bar, crystal lenses, and cable temples for a more secure fit. Outdoorsman sunglasses are a bold take on a timeless style and great for the outdoors. Wear Outdoorsman sunglasses in a black or gold metal frame and lens treatments including crystal green solid or prescription.",sunglasses,134.99,Model: RB3030 OUTDOORSMAN.,Color: L0216 Gold Frame / Classic Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift for her him,3030 pilot aviator OUTDOORSMAN,Wayfarer original 55 58 52 50 mm,Sunglasses glasses frame shades,lens lenses authentic made in italy,gold,metal,glass,aviator,non-polarized,58,14,160,unisex-adult,Black,prescription-ready
IF-XXVK-CZG8,Ray-Ban RB3136 001 Caravan Sunglasses Gold Frame / Green Classic Lens 55mm,,Ray Ban,mRB3136,e001,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,119.99,Model: RB3136 Caravan.,Color: 001 Gold Frame / Green Classic Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,Caravan 167 2k discount,rb3136 3136 new model mirror flesh,Sunglasses glasses frame shades discount sale,lens lenses authentic made in italy aviator,black,metal,glass,aviator,non-polarized,55,15,140,unisex-adult,Gold,prescription-ready
S2-61N8-QP8I,Ray-Ban RB3136 001 Caravan Sunglasses Gold Frame / Green Classic Lens 58mm,,Ray Ban,mRB3136,e00115G,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,119.99,Model: RB3136 Caravan.,Color: 001 Gold Frame / Crystal Green G-15 Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,Caravan 167 2k discount 55mm 58mm,rb3136 3136 new model mirror flesh,Sunglasses glasses frame shades original,lens lenses authentic made in italy aviator,black,metal,glass,aviator,non-polarized,58,15,140,unisex-adult,Gold,prescription-ready
AQ-TE1O-VGEB,Ray-Ban RB3136 004 Caravan Sunglasses Gunmetal / Green Classic G-15 Lens 55mm,,Ray Ban,mRB3136,e004,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,119.99,Model: RB3136 Caravan.,Color: 004 Gunmetal Frame / Green Classic G-15 Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift discount sale,Caravan 167 2k 004 3136,rb3136 3136 new model mirror flesh,Sunglasses glasses frame shades discount sale,mirrored lens lenses authentic made in italy,black,metal,glass,aviator,non-polarized,55,15,140,unisex-adult,Gold,prescription-ready
3Y-HTWG-AK21,Ray-Ban RB3136 167/1M Bronze Copper / Grey Flash Purple Lens 58mm,,Ray Ban,mRB3136,e1671M,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,144.99,Model: RB3136 Caravan.,Color: 167/1M Bronze Copper Frame / Grey Mirror Purple Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Authentic. Made In Italy.,Ray Ban,Caravan,rb3136,Sunglasses,167/1M,bronze,metal,plastic,aviator,non-polarized,58,15,140,unisex-adult,,prescription-ready
AJ-MGT4-SM53,Ray-Ban RB3136 167/2K Caravan Bronze Copper Frame / Red Mirror Lens 58mm,,Ray Ban,mRB3136,e1672K,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,144.99,Model: RB3136 CARAVAN FLASH LENSES.,Color: 167/2K Bronze Copper Frame / Red Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Authentic. Made In Italy.,Ray Ban rayban ray-ban gift for her him,Caravan 167 2k discount,rb3136 3136 new model mirror flesh,Sunglasses glasses frame shades wayfarer,lens lenses authentic made in italy original,bronze,metal,mirrored,rectangular,non-polarized,58,15,140,unisex-adult,,prescription-ready
Q7-VSNX-E9Q1,Ray-Ban RB3136 167/4K Bronze Copper Frame / Lillac Mirror Lens 58mm,,Ray Ban,mRB3136,e1674K,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,124.99,Model: RB3136 Caravan.,Color: 167/4K Bronze-Copper Frame / Lilak Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Authentic. Made In Italy.,Ray Ban,Caravan,rb3136,Sunglasses,167/4k,bronze,metal,plastic,aviator,non-polarized,58,15,140,unisex-adult,,prescription-ready
G9-J7MM-DQ4N,Ray-Ban RB3136 167/68 Caravan Sunglasses Bronze Copper Frame / Blue Mirror Lens 58mm,,Ray Ban,mRB3136,e16768,"Caravan RB3136 Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator.",sunglasses,144.99,Model: RB3136 Caravan.,Color: 167/68 Bronze Copper Frame / Blue Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Authentic. Made In Italy.,Ray Ban,Caravan,rb3136,Sunglasses,167/68,bronze,metal,plastic,aviator,non-polarized,58,15,140,unisex-adult,,prescription-ready
8V-KA8J-JFF2,"Ray-Ban RB3136 181 Unisex Caravan Sunglasses (Havana Gold Frame / Dark Green Lens 181, 55)",,Ray-Ban,mRB3136,e181,"Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator. Wear Caravan RB3136 sunglasses in a gunmetal, gold or silver metal frame and lens treatments including crystal green solid, crystal grey mirror or prescription.",sunglasses,119.99,Model: RB3136 Caravan.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,glass 55mm 58mm 62mm women caravan,3136 181 71 new color small large,made in italy auhtentic,lens lenses authentic frame shades glasses,,metal,glass,Rectangular,non-polarized,55,15,140,unisex-adult,Havana Gold Frame / Dark Green Lens 181,
45-SNV9-E6GN,"Ray-Ban RB3136 181 Unisex Caravan Sunglasses (Havana Gold Frame / Dark Green Lens 181, 58)",,Ray-Ban,mRB3136,e181,"Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator. Wear Caravan RB3136 sunglasses in a gunmetal, gold or silver metal frame and lens treatments including crystal green solid, crystal grey mirror or prescription.",sunglasses,119.99,Model: RB3136 Caravan.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,glass 55mm 58mm 62mm women caravan,3136 181 71 new color small large,made in italy auhtentic,lens lenses authentic frame shades glasses,,metal,glass,Rectangular,non-polarized,58,15,140,unisex-adult,Havana Gold Frame / Dark Green Lens 181,
Q3-2UTY-V2BJ,"Ray-Ban RB3136 181/71 Unisex Caravan Sunglasses (Havana Gold Frame / Grey Gradient Lens 181/71, 55)",,Ray-Ban,mRB3136,e18171,"Originally launched in 1957, Ray-Ban Caravan sunglasses are a streamlined, geometric model and an alternative to the classic Aviator Sunglasses . The Ray-Ban signature logo is displayed on the nose pads and lenses. The Caravan features Square Sunglasses lenses and frames, as opposed to the teardrop lens shape sunglasses seen in the Aviator. Wear Caravan RB3136 sunglasses in a gunmetal, gold or silver metal frame and lens treatments including crystal green solid, crystal grey mirror or prescription.",sunglasses,134.99,Model: RB3136 Caravan.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,glass 55mm 58mm 62mm women caravan,3136 181 71 new color small large,made in italy auhtentic,lens lenses authentic frame shades glasses,,metal,glass,Rectangular,non-polarized,55,15,140,unisex-adult,Havana Gold Frame / Grey Gradient Lens 181/71,
